Attribute21,Attribute4,Attribute1,Attribute9,Attribute8,Attribute20,Attribute5,Attribute23,Attribute3,Attribute10,Attribute7,Attribute22,Attribute13,Attribute2,Attribute17,Attribute15,Attribute12,Attribute18,Attribute11,Attribute14,Attribute24,Attribute19,Attribute6,Attribute16,Class
1,7,4,1,4,0,1,0,4,52,3,0,1,12,0,1,3,1,3,1,1,0,5,0,1
0,12,4,4,1,1,2,0,0,35,3,0,1,6,0,2,1,1,1,1,1,0,3,1,1
1,19,3,1,2,0,1,0,2,26,3,0,1,24,0,1,1,1,3,1,1,0,3,0,1
0,4,4,1,4,1,1,0,2,22,2,0,1,18,0,1,1,0,3,1,1,1,1,0,2
1,7,1,1,4,0,4,1,4,39,2,0,1,6,0,1,2,1,3,2,0,0,4,1,1
1,23,3,3,2,0,1,1,2,46,2,0,1,12,0,1,1,1,3,1,0,0,3,0,1
1,22,2,4,2,0,1,0,2,24,2,0,1,30,0,1,1,0,1,1,1,0,3,1,2
1,42,4,2,3,0,2,0,3,35,3,0,1,24,0,1,2,1,3,1,1,0,3,0,1
1,20,2,3,1,0,5,0,2,24,3,0,1,9,0,1,1,1,3,2,1,0,4,0,1
1,74,2,1,1,0,5,1,3,27,3,0,1,60,0,1,1,1,3,1,0,0,3,0,1
1,27,4,1,2,0,1,1,4,35,3,0,1,24,0,1,2,1,3,1,0,0,3,0,1
0,21,1,4,1,0,1,0,1,29,1,0,1,12,0,1,1,1,3,1,1,0,3,0,2
1,38,4,3,4,0,2,0,2,23,2,0,1,15,1,1,1,1,3,2,1,0,2,0,1
1,12,4,1,4,0,2,1,4,57,2,0,1,11,0,1,3,1,3,1,0,0,1,0,1
1,17,1,1,2,0,1,0,2,27,3,0,1,12,0,1,1,1,3,1,1,0,3,0,1
1,16,1,3,4,0,1,0,2,55,2,0,1,24,0,1,1,1,3,1,1,0,5,0,1
0,53,1,4,4,0,1,0,4,36,3,0,1,18,0,1,3,1,3,2,0,0,5,1,1
0,27,4,4,4,0,1,1,4,57,2,0,1,12,0,1,3,1,1,1,0,0,5,0,1
1,12,4,1,4,0,1,1,4,32,3,0,2,10,0,2,2,1,3,1,0,0,5,1,1
1,8,2,3,3,0,1,0,2,37,3,0,2,15,0,1,1,1,3,1,1,0,5,0,2
1,63,4,1,4,0,5,0,4,36,3,0,1,36,0,1,2,1,3,1,1,0,5,0,1
1,15,4,3,3,0,1,0,2,38,2,0,1,24,0,1,1,1,2,2,1,0,2,0,1
1,90,1,2,4,0,1,0,2,45,1,0,1,14,0,2,1,1,3,2,0,0,5,1,2
1,10,4,3,2,0,5,0,2,25,3,0,1,24,0,1,2,1,3,1,1,0,5,0,1
1,27,4,2,3,0,5,0,2,32,3,0,1,18,0,2,1,1,3,1,1,0,4,1,1
0,14,4,3,4,1,3,0,4,37,2,0,1,12,0,1,1,1,3,2,1,0,4,0,1
0,122,2,4,4,0,5,0,1,36,3,0,1,48,0,1,1,0,3,2,0,1,1,1,1
1,31,2,1,4,0,1,0,2,28,3,0,1,48,0,1,2,1,3,1,1,0,4,0,2
1,120,1,4,1,0,1,1,2,34,1,0,1,30,0,1,1,1,3,2,0,0,2,0,2
1,27,4,1,2,0,1,0,2,32,3,0,2,9,0,1,1,1,3,1,1,0,3,0,1
1,24,4,3,2,0,1,0,4,26,2,0,1,18,0,1,2,1,3,1,1,0,3,0,1
1,13,1,2,4,0,5,1,2,49,1,0,1,12,0,1,1,1,3,2,0,0,5,0,1
1,46,4,2,4,0,1,0,2,32,2,0,1,6,0,1,1,1,3,1,1,0,2,0,2
0,19,4,3,4,1,2,0,2,29,3,0,1,24,0,1,1,1,3,2,0,0,3,0,1
0,34,4,4,4,1,4,0,4,23,3,0,1,15,1,1,2,1,3,2,1,0,5,0,1
1,16,4,1,2,0,1,0,2,50,3,0,1,12,0,1,1,1,3,1,1,0,3,0,1
1,14,3,3,4,0,5,1,1,49,3,0,1,18,0,1,1,1,1,1,0,0,4,0,1
1,15,4,2,4,0,5,0,4,63,3,0,1,15,0,1,1,1,3,1,1,0,5,0,1
1,39,2,3,2,0,2,0,4,37,1,0,1,24,0,1,1,1,3,2,1,0,2,1,1
1,107,1,1,1,0,1,1,2,35,2,0,1,47,0,1,1,1,3,2,0,0,2,1,1
1,48,1,2,3,0,1,0,2,26,3,0,2,48,1,1,1,1,3,1,1,0,4,0,1
0,76,2,4,4,0,2,0,3,31,3,0,1,48,0,1,1,1,3,2,0,0,1,0,1
1,11,2,1,4,0,1,0,2,49,2,0,1,12,0,1,2,0,3,2,1,0,3,0,1
1,10,1,1,4,0,1,0,3,48,4,0,1,24,0,1,1,1,2,1,1,0,2,0,2
1,11,4,1,2,0,1,0,2,26,4,0,1,12,0,2,1,1,3,2,1,0,3,0,1
0,94,2,3,4,1,1,0,2,28,4,0,1,36,1,1,1,1,3,2,0,0,2,0,2
0,64,1,4,4,0,1,0,4,44,2,0,2,24,1,1,2,1,3,2,0,0,5,0,1
0,48,3,4,4,0,1,0,4,56,3,0,1,42,1,1,1,1,3,1,1,0,5,0,1
1,76,4,3,2,0,5,0,4,46,1,0,2,48,0,1,2,1,1,1,0,0,5,0,1
1,100,2,3,2,0,1,0,2,26,2,0,1,48,0,1,1,1,3,2,1,0,2,0,2
0,47,4,3,4,1,5,0,2,20,2,0,1,12,1,1,1,1,3,1,1,0,2,0,1
1,13,4,2,2,0,5,1,2,45,3,0,1,10,0,2,1,0,3,1,0,1,5,1,1
1,25,4,1,4,0,1,0,2,43,3,0,1,18,0,1,1,1,3,2,1,0,3,0,1
1,27,2,3,2,0,4,0,4,32,3,0,1,21,0,1,2,1,3,2,1,0,4,0,1
1,7,4,1,4,0,1,0,2,54,2,1,1,6,0,1,1,1,3,2,0,0,1,1,1
1,38,2,3,1,0,1,0,0,42,2,0,1,36,0,1,1,1,3,2,1,0,3,0,2
1,13,3,1,2,0,5,1,4,37,3,0,2,24,0,1,2,1,1,1,0,0,4,1,2
1,10,1,2,3,0,1,0,4,49,3,0,1,10,0,1,2,0,3,2,1,1,4,1,1
0,101,4,4,2,0,3,0,4,44,3,0,1,48,0,1,1,1,1,1,1,0,3,1,2
1,15,4,1,2,0,4,0,2,33,1,0,1,6,0,1,1,1,3,1,1,0,3,0,1
0,48,4,2,4,1,5,1,2,24,2,0,1,30,1,1,1,1,2,1,0,0,4,0,1
1,7,1,4,3,0,2,1,2,33,4,0,1,12,0,1,1,1,3,2,0,0,2,0,2
1,12,2,1,4,0,1,0,2,24,2,0,1,8,0,1,1,1,3,1,1,0,3,0,2
0,3,2,1,4,1,1,1,2,22,4,0,1,9,0,1,1,1,3,1,0,0,3,1,1
0,54,2,4,4,0,5,0,2,40,3,1,1,48,0,1,1,1,1,2,0,0,1,0,1
1,55,4,3,1,0,2,0,2,25,3,0,1,24,0,1,1,1,2,1,1,0,3,0,1
1,37,3,3,4,0,1,0,2,26,2,0,1,24,0,1,1,1,3,1,1,0,2,0,1
1,7,2,3,3,0,1,1,2,25,4,0,1,12,0,1,1,1,1,1,0,0,4,1,2
1,15,3,1,2,0,5,1,2,29,3,0,2,4,0,2,1,1,3,1,0,0,2,1,1
1,27,1,3,4,0,1,0,1,31,3,0,1,36,0,1,1,1,1,1,1,0,5,0,2
1,7,1,2,3,0,1,1,2,38,3,0,2,12,0,1,1,0,3,1,0,0,3,0,1
1,44,2,2,4,0,5,1,2,48,2,0,1,24,0,1,1,1,3,2,0,0,3,0,1
1,7,4,3,2,0,1,0,4,32,3,0,1,12,0,1,2,1,3,1,1,0,3,0,1
1,36,1,2,4,0,1,1,3,27,2,0,1,15,0,1,2,1,3,1,0,0,5,0,1
1,42,2,3,2,0,1,0,4,28,4,0,1,30,0,1,2,1,3,1,0,0,1,1,2
1,19,1,2,3,0,1,0,2,32,1,0,1,24,0,1,1,1,3,1,1,0,2,0,2
0,29,1,4,1,0,1,0,2,34,3,0,1,24,1,1,1,1,3,2,0,0,4,0,1
1,27,1,3,2,0,4,0,2,28,3,0,1,18,0,1,1,1,3,1,1,0,3,0,1
1,10,4,1,3,0,1,0,4,36,2,0,1,18,0,1,2,1,3,1,1,0,3,1,1
1,34,1,1,4,0,1,1,4,39,3,0,1,8,0,2,2,1,3,1,0,0,4,1,1
0,58,4,2,4,1,5,0,4,49,3,0,1,12,0,1,1,1,3,2,1,0,5,0,1
1,15,4,3,3,0,4,0,2,34,2,0,2,24,0,1,1,1,3,2,1,0,4,1,1
1,45,3,3,2,0,1,0,2,31,3,0,1,36,0,1,1,1,3,1,1,0,5,0,1
1,11,2,3,4,0,1,0,2,28,3,0,2,6,0,1,1,1,3,1,1,0,5,0,1
0,66,1,4,4,0,1,0,4,75,3,0,1,24,1,1,2,1,3,2,0,0,1,0,1
1,19,4,1,2,0,2,0,4,30,2,0,1,18,0,1,2,1,3,1,1,0,3,0,2
1,74,2,2,2,0,2,0,2,24,2,0,1,60,0,1,1,1,3,1,0,0,2,1,2
0,116,4,3,4,1,2,1,4,24,2,0,1,48,1,1,2,1,1,1,0,0,3,0,2
0,41,1,4,4,1,1,0,0,23,3,0,2,24,0,1,2,1,1,1,1,0,5,0,2
0,34,1,1,4,1,1,0,4,44,1,0,1,6,0,1,1,1,3,2,0,0,3,0,2
1,21,2,2,4,0,1,1,2,23,2,0,1,13,0,1,1,0,3,1,0,0,2,0,1
0,13,1,3,2,1,5,0,2,24,2,0,1,15,0,1,1,1,3,1,1,0,3,0,2
1,42,1,2,4,0,1,0,2,28,3,0,1,24,0,1,1,1,3,1,1,0,3,0,1
1,15,2,3,2,0,1,1,2,31,1,0,1,10,0,1,1,1,3,1,0,0,3,0,1
0,57,2,4,4,0,1,0,4,24,2,0,1,24,0,1,2,1,3,2,1,0,2,0,1
0,36,1,3,4,1,1,1,2,26,2,0,1,21,0,1,1,1,3,1,0,0,4,0,1
0,32,2,1,3,1,3,0,2,25,4,0,1,18,0,1,1,1,3,1,1,0,2,0,1
1,44,2,1,1,0,1,0,2,33,3,0,1,18,0,1,1,0,1,2,0,1,5,0,1
1,39,3,2,1,0,1,1,2,37,3,0,2,10,0,1,1,0,3,1,0,0,2,1,1
1,15,4,3,2,0,1,1,4,43,2,0,1,15,0,1,1,1,3,1,0,0,3,0,1
1,9,2,1,4,0,1,0,4,23,3,0,1,13,0,1,2,0,3,1,1,0,2,0,1
0,38,2,4,4,1,3,0,2,23,2,1,1,24,0,1,1,1,3,1,0,0,1,0,1
1,17,4,1,2,0,2,1,3,34,3,0,1,6,0,1,2,1,3,1,0,0,3,0,1
0,11,2,4,3,0,4,0,4,32,3,0,2,9,0,1,2,1,3,1,1,0,5,0,2
0,12,4,1,4,1,1,0,2,23,2,0,1,9,0,1,1,1,3,2,1,0,2,0,1
1,10,2,3,2,0,1,0,2,29,2,0,1,9,0,2,1,1,3,1,1,0,3,0,2
1,32,4,4,4,0,5,0,4,38,3,0,1,18,1,1,1,1,3,2,0,0,1,0,1
0,62,1,2,2,1,1,0,0,28,3,0,1,12,0,1,2,1,3,2,1,0,3,0,2
0,7,4,4,4,0,3,0,2,46,3,0,1,10,0,1,1,1,3,2,1,0,5,0,1
1,12,2,1,2,0,1,1,2,23,3,0,1,24,0,1,1,1,2,1,0,0,2,1,2
1,23,4,1,4,0,5,0,4,49,3,0,1,12,0,1,1,0,3,2,1,1,5,0,1
1,45,4,3,2,0,1,0,3,26,3,0,1,36,0,1,2,1,3,2,0,0,3,0,2
1,8,4,1,2,0,1,0,2,28,4,0,1,12,0,1,1,1,3,1,1,0,3,0,1
0,24,1,1,4,1,1,0,2,23,2,0,1,30,0,1,1,1,3,1,1,0,4,0,2
0,12,2,4,4,0,5,0,2,61,3,0,1,18,0,1,1,1,3,1,1,0,3,0,1
1,34,3,3,3,0,5,0,2,37,3,0,1,12,0,1,1,1,3,1,0,0,5,0,1
1,22,3,3,2,0,1,0,3,36,2,0,1,12,0,1,2,1,2,2,1,0,3,1,1
0,18,4,2,2,1,1,0,2,21,4,0,1,6,0,1,1,1,3,1,1,0,3,0,1
1,25,1,3,1,0,1,0,2,25,3,1,1,18,0,1,1,1,3,1,0,0,1,0,2
1,15,4,3,4,0,1,0,2,36,3,0,1,12,0,1,1,1,3,2,1,0,4,0,1
1,38,4,3,1,0,1,0,4,27,3,0,1,18,1,1,2,1,3,1,1,0,4,0,1
0,36,1,3,4,1,1,0,2,22,2,0,1,18,0,1,1,1,3,1,1,0,2,0,1
1,34,1,3,2,0,1,0,2,42,3,0,2,36,0,1,1,1,3,1,1,0,5,0,2
0,30,2,1,4,1,1,0,2,40,2,0,1,18,0,1,1,1,3,1,1,0,4,0,1
1,31,4,1,4,0,5,0,2,36,3,0,1,36,0,1,1,1,3,1,1,0,3,1,1
1,61,4,3,4,0,1,0,4,33,3,0,1,18,0,1,2,1,3,2,1,0,5,0,1
0,21,4,1,3,1,1,0,4,23,2,0,1,10,0,1,2,1,3,1,1,0,2,0,1
0,138,4,4,4,0,5,0,4,63,3,0,1,60,0,1,1,1,1,2,0,0,5,1,1
0,148,2,4,4,0,2,0,1,60,2,0,1,60,0,1,2,1,1,2,0,0,5,0,2
0,77,1,3,4,1,1,0,1,37,2,0,1,48,0,1,1,0,3,1,1,0,4,0,2
1,23,4,1,3,0,1,0,3,34,4,0,1,18,0,1,2,1,3,1,1,0,1,0,1
0,8,4,4,4,0,5,0,3,36,3,0,1,7,0,1,1,1,3,1,1,0,5,0,1
0,143,2,4,2,0,1,0,2,57,3,0,1,36,0,1,1,1,3,2,0,0,5,1,2
1,4,4,3,4,0,2,1,4,52,2,0,1,6,0,1,2,1,3,1,0,0,3,1,1
1,22,1,3,4,0,5,0,2,39,3,0,1,20,0,1,1,1,3,2,1,0,4,0,1
0,130,2,4,4,0,1,0,2,38,2,0,1,18,1,1,1,1,3,2,0,0,1,0,2
0,13,4,2,4,1,5,0,2,25,2,0,1,22,0,1,1,1,3,1,1,0,4,1,1
1,13,3,1,1,0,1,0,2,26,3,0,1,12,0,1,1,1,3,1,1,0,2,1,1
1,43,4,2,2,0,2,1,3,26,3,0,1,30,0,1,2,1,3,1,0,0,3,0,1
1,22,4,3,1,0,1,0,4,25,2,0,1,18,0,1,2,1,3,1,1,0,3,0,1
0,11,4,1,2,1,5,0,2,21,2,0,1,18,0,1,1,1,3,2,1,0,2,0,1
1,74,2,2,4,0,1,0,4,40,3,0,1,18,0,1,2,1,2,2,0,0,1,0,1
1,23,2,3,4,0,3,0,4,27,3,0,1,15,0,1,1,1,1,1,1,0,3,0,1
1,14,4,3,2,0,1,0,2,27,2,0,1,9,0,1,2,1,3,1,1,0,4,0,1
1,18,4,2,2,0,1,0,2,30,4,0,1,18,0,1,1,1,3,2,0,0,3,1,1
0,10,2,1,4,1,4,1,2,19,2,0,1,12,0,1,1,1,3,1,0,0,2,0,1
0,32,1,4,4,0,1,0,2,39,3,0,2,36,0,1,1,1,1,2,0,0,4,1,1
1,20,1,3,4,0,1,0,4,31,2,0,1,6,0,1,1,1,3,1,1,0,4,0,1
1,24,4,3,3,0,1,0,4,31,3,0,1,9,0,1,1,1,3,1,0,0,1,0,1
0,118,2,4,3,1,2,0,3,32,3,0,1,39,0,1,1,1,3,2,1,0,4,0,1
0,26,1,4,4,0,1,0,2,55,2,0,1,12,0,1,1,1,3,1,0,0,1,0,1
1,23,1,2,2,0,1,0,4,46,4,0,1,36,0,1,2,1,3,2,1,0,3,0,1
0,12,2,1,1,1,1,0,2,46,1,0,1,12,0,1,2,1,3,1,1,0,5,1,2
1,15,4,1,1,0,4,1,4,43,2,0,1,24,0,1,2,1,3,1,0,0,3,0,1
1,15,4,1,4,0,1,0,2,39,4,0,1,18,0,1,1,1,3,2,1,0,2,0,1
1,19,2,1,4,0,5,0,4,28,4,0,1,18,0,1,2,1,1,1,1,0,3,0,1
1,86,4,3,2,0,1,0,3,27,3,0,1,24,0,1,2,1,1,2,1,0,2,0,2
1,8,4,3,2,0,1,1,3,27,3,0,1,14,0,1,2,1,3,1,0,0,3,1,1
1,29,2,3,4,0,5,0,3,43,3,0,2,18,0,1,1,1,3,1,1,0,5,1,1
1,20,2,2,1,0,1,0,2,22,4,0,1,24,0,1,1,1,3,2,1,0,2,0,2
1,22,4,3,4,0,5,0,4,43,3,0,2,24,1,1,2,1,3,2,1,0,4,0,1
1,11,1,1,2,0,1,0,2,27,4,0,1,15,0,2,1,1,3,1,1,0,2,0,1
1,32,4,3,2,0,3,0,2,26,1,0,1,24,0,1,1,1,3,2,0,0,5,0,1
1,9,3,1,2,0,3,0,4,28,4,0,1,12,0,1,3,1,3,2,1,0,4,1,2
1,20,2,3,4,0,1,0,2,20,2,0,1,24,0,1,1,1,3,2,1,0,5,0,1
1,73,4,3,2,0,1,0,4,35,3,0,1,33,1,1,2,1,3,2,0,0,4,0,1
1,23,4,3,2,0,1,0,4,42,3,0,1,12,0,1,2,1,2,2,0,0,1,0,2
0,16,4,4,2,1,3,1,2,40,3,0,2,10,0,2,1,1,3,1,0,0,3,1,1
1,14,1,2,2,0,5,0,2,35,2,0,1,24,0,1,1,1,3,1,1,0,3,1,2
1,58,4,2,2,0,1,0,4,35,3,0,2,36,1,1,2,1,3,2,1,0,5,0,1
1,26,1,1,1,0,1,1,2,33,3,0,2,12,0,1,1,1,3,1,0,0,2,1,2
0,85,1,3,2,1,5,0,3,23,2,0,1,18,0,1,2,1,3,2,1,0,3,0,1
1,28,4,3,2,0,3,0,2,31,2,0,1,21,0,1,1,1,1,1,0,0,4,1,1
1,10,2,2,2,0,5,0,2,33,2,0,1,18,0,1,1,1,3,1,1,0,3,1,2
0,32,4,3,3,1,4,0,2,20,2,0,1,15,0,1,1,1,3,1,1,0,4,1,1
1,20,2,3,2,0,5,0,2,30,3,0,1,12,1,1,1,1,3,1,1,0,3,0,1
1,10,2,1,3,0,1,1,4,47,3,0,2,12,0,1,2,1,3,1,0,0,4,1,1
1,16,4,1,3,0,2,0,3,34,3,0,1,21,0,1,2,1,3,1,0,0,4,0,1
1,28,2,2,2,0,5,0,2,25,2,0,1,12,0,1,1,1,1,2,1,0,5,0,2
0,28,2,3,3,1,1,0,2,21,4,0,1,18,1,1,1,1,3,2,1,0,3,0,1
1,27,4,3,2,0,1,0,4,29,3,0,1,28,0,1,2,1,3,1,1,0,5,0,1
1,11,4,1,3,0,4,0,4,46,3,0,1,18,0,1,2,1,3,1,1,0,3,0,1
1,13,4,3,4,0,1,0,2,20,3,0,1,9,0,1,1,1,3,1,1,0,5,0,1
0,12,1,4,4,0,1,0,4,55,2,1,2,18,0,1,3,1,3,1,0,0,1,0,2
1,34,4,1,4,0,1,1,2,74,3,0,1,5,0,1,1,1,3,1,0,0,4,0,1
1,113,2,3,3,0,1,0,2,29,3,0,1,24,0,1,2,0,1,2,0,1,3,0,2
0,19,1,4,4,0,1,0,4,36,3,0,1,6,0,1,3,1,3,2,0,0,1,0,1
1,21,4,1,2,0,1,0,4,33,1,0,1,24,0,1,2,1,3,2,1,0,3,0,1
1,21,1,1,2,0,1,0,2,25,3,0,1,9,0,1,1,1,3,1,1,0,3,0,1
1,15,2,1,1,0,5,0,2,25,4,0,1,12,0,1,1,1,3,2,1,0,3,0,2
0,7,4,1,4,1,3,1,2,23,4,0,1,6,0,1,1,1,3,1,0,0,4,0,1
1,13,4,1,4,0,4,0,4,37,2,0,1,24,0,1,2,1,3,2,1,0,5,1,1
1,34,1,3,4,0,1,0,4,65,3,1,1,42,0,1,2,0,3,1,0,1,1,0,1
1,6,3,1,1,0,1,0,1,26,2,1,1,12,0,1,1,1,3,1,0,0,2,0,2
1,19,4,3,4,0,1,0,2,39,3,0,1,12,0,1,1,1,3,2,0,0,5,1,1
1,16,1,2,3,0,1,0,2,30,2,0,1,12,0,1,1,0,3,1,1,1,3,0,1
1,26,2,3,3,0,1,0,3,29,3,0,1,20,0,1,2,1,1,2,1,0,3,0,1
1,7,4,3,4,0,1,1,2,41,3,0,2,12,0,1,1,1,1,1,0,0,5,0,2
1,51,2,3,3,0,1,0,4,30,2,0,1,48,0,1,1,1,3,2,0,0,3,0,2
0,12,4,2,4,1,5,1,4,41,2,0,1,9,0,1,2,1,3,1,0,0,5,0,1
1,18,1,3,4,0,1,0,2,34,2,0,1,36,0,1,1,1,3,2,1,0,2,1,2
1,26,2,1,2,0,1,0,2,35,3,0,1,7,0,1,1,0,3,1,1,0,3,0,1
1,14,3,1,4,0,5,0,2,55,2,0,1,12,0,1,1,1,3,2,0,0,5,0,1
1,15,2,2,3,0,4,0,3,61,4,0,1,15,0,1,2,1,2,1,1,0,3,0,2
1,111,4,3,2,0,5,0,4,30,3,0,1,36,1,1,1,1,3,2,0,0,3,0,1
1,5,4,1,1,0,1,0,2,29,2,0,1,6,0,1,1,1,3,1,1,0,3,0,1
1,28,4,2,4,0,1,0,0,34,3,0,1,12,0,1,2,1,3,1,1,0,5,0,1
1,27,4,3,4,0,1,0,2,35,3,0,1,24,1,1,1,1,3,2,0,0,5,0,1
1,48,1,2,3,0,1,0,2,31,3,0,1,24,0,1,1,0,3,2,1,1,4,1,2
1,27,4,4,1,0,1,0,2,29,2,0,1,24,1,1,1,1,3,2,0,0,2,0,1
0,39,1,1,2,1,1,0,4,36,3,0,2,11,0,1,2,1,3,1,1,0,3,1,1
0,34,1,4,4,0,1,0,2,35,3,0,1,12,1,1,1,1,3,2,1,0,5,0,2
1,3,1,1,1,0,1,0,2,27,2,0,1,6,0,1,1,1,3,1,1,0,2,0,1
1,46,4,3,2,0,1,0,2,32,3,0,1,18,0,1,1,1,3,2,1,0,2,0,1
1,36,1,2,2,0,1,0,2,37,3,0,2,36,0,1,1,0,3,1,1,0,3,0,1
1,17,1,1,3,0,1,0,2,36,3,0,1,15,0,1,1,1,3,1,1,0,2,1,1
0,30,2,1,1,1,1,0,2,34,2,0,1,12,0,1,1,1,3,1,0,0,2,0,1
1,8,2,2,4,0,5,0,2,38,3,0,1,12,0,1,2,1,3,1,1,0,5,0,1
1,20,4,3,1,0,1,0,2,34,3,0,1,18,0,1,2,1,2,2,1,0,4,0,1
1,29,1,4,4,0,1,0,2,63,3,0,2,24,1,1,1,0,1,2,1,0,3,0,1
0,17,1,3,2,1,1,1,3,29,2,0,1,24,0,1,1,1,3,2,0,0,2,0,2
1,72,4,3,3,0,5,0,3,32,3,0,2,48,0,1,2,1,1,1,1,0,5,0,1
1,28,4,3,2,0,1,0,3,26,2,0,1,33,0,1,2,1,3,2,1,0,3,0,1
1,47,4,3,3,0,1,1,3,35,3,0,1,24,1,1,2,1,3,2,0,0,4,0,1
0,31,2,3,2,1,2,0,2,22,4,0,1,24,0,1,1,1,3,2,1,0,2,0,2
1,4,1,2,4,0,1,0,2,23,2,0,1,6,0,1,1,1,3,1,1,0,2,0,2
1,7,1,3,3,0,1,1,2,28,3,0,1,9,0,1,1,1,3,1,0,0,3,1,2
1,12,4,2,4,0,5,0,2,36,3,0,2,6,0,1,1,1,3,2,0,0,1,0,1
1,12,2,3,2,0,1,0,4,33,4,0,1,18,0,1,1,1,3,1,1,0,3,0,2
0,31,1,2,4,1,1,0,0,26,2,0,1,18,0,1,1,1,3,1,1,0,2,0,2
1,26,4,3,4,0,3,0,2,24,3,0,1,39,1,1,1,1,3,1,1,0,3,0,1
1,52,3,3,2,0,1,0,2,25,3,0,1,24,0,1,1,1,1,1,1,0,4,0,1
1,10,2,1,4,0,2,1,2,39,3,0,1,12,0,1,1,1,3,1,0,0,4,0,1
1,15,1,3,4,0,1,0,4,44,3,0,2,15,0,1,2,1,3,2,1,0,5,0,1
1,36,2,1,1,0,1,1,4,23,2,0,1,12,0,1,1,1,3,1,0,0,3,0,1
1,12,2,2,1,0,1,0,2,26,3,0,1,24,0,1,1,1,3,1,1,0,2,1,1
0,36,1,2,4,1,4,0,2,57,2,0,1,30,0,1,2,1,3,2,1,0,5,0,1
1,10,4,2,2,0,4,0,3,30,2,0,1,15,0,1,2,1,3,1,1,0,4,0,1
1,12,4,1,4,0,3,0,4,44,3,0,1,12,0,1,1,1,3,2,1,0,3,1,1
1,12,2,2,4,0,1,0,3,47,3,0,1,6,0,1,1,1,3,2,0,0,1,1,2
1,31,4,3,4,0,1,0,2,52,3,0,1,12,0,1,1,1,3,2,1,0,3,0,1
0,38,4,4,4,0,1,0,2,62,2,0,1,24,0,1,1,0,3,2,1,1,5,1,1
0,14,4,1,2,1,2,1,2,35,3,0,1,10,0,2,1,1,3,1,0,0,3,1,1
0,35,4,2,3,1,1,0,2,26,3,0,1,6,0,1,1,0,3,1,1,0,3,1,1
1,19,4,4,2,0,1,0,4,26,3,0,1,12,0,1,2,1,3,1,1,0,5,0,1
0,83,2,4,4,0,1,0,0,42,2,0,1,27,0,1,2,1,3,2,0,0,5,0,2
1,12,4,2,1,0,2,0,4,27,2,0,1,6,0,1,2,1,3,1,1,0,3,0,1
1,4,2,2,4,0,5,0,2,38,3,0,1,6,0,1,1,1,3,1,1,0,5,0,1
0,21,1,1,2,1,1,1,4,39,3,0,2,12,0,2,2,1,3,1,0,0,3,1,1
1,30,1,3,4,0,5,0,2,20,4,0,1,24,0,1,1,1,3,1,1,0,3,0,2
0,90,2,4,1,1,2,0,2,29,3,0,1,36,0,1,1,0,3,2,0,1,2,0,2
