Attribute21,Attribute4,Attribute1,Attribute9,Attribute8,Attribute20,Attribute5,Attribute23,Attribute3,Attribute10,Attribute7,Attribute22,Attribute13,Attribute2,Attribute17,Attribute15,Attribute12,Attribute18,Attribute11,Attribute14,Attribute24,Attribute19,Attribute6,Attribute16,Class
1,16,4,2,3,0,1,0,4,40,3,0,1,24,0,1,2,1,3,1,1,0,4,0,1
1,13,2,1,2,0,1,1,2,32,4,0,1,18,0,1,1,0,3,1,0,0,5,0,1
1,13,3,3,4,0,2,0,4,28,1,0,2,6,0,1,2,1,3,2,1,0,5,1,1
1,31,1,2,1,0,1,0,2,27,2,0,1,24,0,1,1,1,3,1,1,0,2,1,2
0,55,1,4,4,0,1,0,2,42,3,0,2,36,1,1,1,1,3,1,1,0,5,0,1
1,11,3,1,4,0,2,0,2,49,1,0,1,9,0,1,1,1,3,1,1,0,5,0,1
1,12,2,4,4,0,2,0,4,38,3,0,2,24,0,1,2,1,1,1,1,0,2,0,2
0,12,1,2,4,1,1,0,2,24,2,0,1,24,0,1,1,1,3,1,1,0,2,1,2
1,13,4,2,4,0,5,1,2,27,3,0,1,10,0,1,1,0,3,1,0,0,3,1,2
1,24,3,3,2,0,3,0,4,36,3,0,1,15,1,1,1,1,3,2,1,0,3,0,1
1,68,2,2,2,0,2,0,1,34,3,0,2,15,0,1,1,1,3,2,0,0,1,1,2
1,14,4,2,2,0,1,0,2,28,4,0,1,24,0,1,1,1,3,1,1,0,3,0,1
1,86,4,3,2,0,2,0,2,45,3,0,1,39,1,1,1,1,3,2,0,0,5,0,1
1,8,1,1,2,0,1,0,2,26,3,0,1,12,0,1,1,1,3,1,1,0,4,1,2
0,47,4,4,2,0,1,0,2,32,3,0,1,36,1,1,1,1,3,2,0,0,3,0,1
0,27,3,2,4,1,1,0,2,26,3,0,1,15,0,1,1,1,3,2,1,0,4,0,1
0,6,2,1,4,1,1,0,3,20,4,0,1,12,0,1,2,0,3,1,1,1,3,0,1
1,23,4,2,1,0,5,0,2,54,3,0,1,24,0,1,1,1,3,1,1,0,2,1,1
1,6,1,2,3,0,1,0,4,37,2,0,1,6,0,2,2,1,3,1,1,0,4,1,1
1,14,1,1,4,0,1,1,4,40,3,0,2,6,0,2,1,1,3,1,0,0,2,1,1
0,71,4,2,4,1,1,0,4,23,2,0,1,36,0,1,2,1,3,2,1,0,2,0,2
1,12,1,2,2,0,2,0,2,43,3,0,1,6,0,1,1,1,3,2,1,0,5,1,1
0,7,4,4,4,0,5,0,4,36,3,0,1,6,0,1,2,1,3,1,1,0,5,0,1
0,55,4,4,4,0,1,0,4,44,3,0,1,24,0,1,2,1,3,1,1,0,5,0,1
1,32,1,1,2,0,1,0,2,24,2,0,1,18,0,1,1,1,3,1,1,0,3,0,2
0,71,1,4,4,0,1,0,0,53,3,0,2,48,0,1,2,1,3,1,1,0,3,0,2
1,35,4,3,4,0,2,0,2,23,2,0,1,24,1,1,1,1,3,1,1,0,4,0,1
1,11,2,1,4,0,1,1,2,26,2,0,2,18,0,1,1,0,3,1,0,0,3,0,1
1,80,2,3,3,0,1,0,2,30,3,0,1,26,1,1,2,1,3,1,1,0,2,0,1
1,15,4,3,3,0,2,0,4,31,2,0,1,15,0,1,1,1,3,1,1,0,3,0,1
1,15,4,1,1,0,1,1,4,42,3,0,2,4,0,1,2,1,3,1,0,0,4,0,1
0,23,1,3,4,1,1,0,2,31,1,0,1,36,0,1,1,1,3,1,1,0,3,0,2
1,7,1,1,4,0,1,1,2,41,3,0,2,6,0,1,1,1,3,2,0,0,2,1,1
1,23,2,3,1,0,1,0,2,32,3,0,2,36,0,1,2,1,3,1,1,0,4,0,1
0,26,2,3,4,1,2,0,2,28,2,0,1,15,0,1,2,1,3,2,1,0,3,1,2
0,15,4,1,4,1,1,0,3,41,4,0,1,12,1,1,1,1,3,1,1,0,3,0,1
1,13,4,2,3,0,2,0,2,26,4,0,1,24,0,1,1,1,3,2,1,0,4,0,1
1,31,4,3,2,0,5,0,2,25,3,0,1,24,0,1,2,1,3,1,1,0,2,0,1
0,23,3,3,1,1,1,0,4,33,1,0,1,21,0,1,1,1,3,1,1,0,2,0,2
1,14,1,2,3,0,5,0,2,75,2,0,1,6,0,1,1,1,3,2,0,0,1,1,1
1,36,2,2,4,0,1,0,4,37,2,0,1,18,0,1,1,1,3,2,1,0,5,0,1
0,78,1,4,4,0,1,0,2,42,3,0,1,48,0,1,1,1,1,1,0,0,5,1,2
1,30,3,2,1,0,1,1,2,45,2,0,1,18,0,1,1,1,2,1,0,0,2,0,1
0,15,2,1,1,1,1,0,2,23,4,0,1,12,0,1,1,1,3,1,1,0,2,0,2
0,20,4,4,4,0,1,0,3,60,3,0,1,24,0,1,2,1,3,2,1,0,5,1,1
1,64,1,2,4,0,5,0,2,31,3,0,1,30,0,1,1,1,3,1,1,0,5,0,2
1,29,3,1,1,0,1,1,2,34,3,0,2,18,0,1,1,1,3,1,0,0,3,0,2
1,13,4,1,4,0,1,1,4,61,3,0,1,12,0,1,2,1,3,1,0,0,5,1,1
0,13,1,1,2,0,1,0,3,43,3,0,2,24,0,1,2,1,3,1,1,0,1,1,2
1,20,4,3,4,0,1,0,4,37,2,0,1,24,0,1,1,1,3,2,1,0,3,1,1
1,16,4,3,1,0,1,0,2,32,3,0,2,24,0,1,1,1,1,1,1,0,4,0,1
1,6,1,1,4,0,1,1,1,24,2,0,1,12,0,1,1,1,1,1,0,0,3,0,2
0,89,4,4,1,0,5,0,4,35,3,0,1,48,1,1,2,1,3,2,1,0,4,0,1
1,10,4,1,4,0,5,0,4,23,2,0,1,12,0,1,2,1,3,1,1,0,4,0,1
1,18,4,2,4,0,3,1,1,45,3,0,2,6,0,1,1,1,1,1,0,0,5,0,1
1,70,1,1,1,0,1,0,2,34,4,0,1,48,0,1,2,0,3,2,1,0,4,0,2
1,20,2,3,1,0,2,0,4,27,3,0,1,12,0,1,1,1,3,1,1,0,2,1,1
1,12,2,2,4,0,1,0,2,67,2,0,1,9,0,1,2,1,3,2,0,0,4,0,1
1,13,2,3,1,0,1,0,2,22,3,0,1,12,0,1,1,1,2,1,1,0,2,0,2
1,23,2,3,3,0,2,0,0,28,2,0,1,18,0,1,2,1,3,1,1,0,2,1,2
1,50,4,2,4,0,5,0,0,29,2,0,1,21,0,1,2,1,1,2,1,0,3,1,2
1,36,1,3,4,0,1,0,1,27,3,0,1,24,0,1,1,1,1,1,1,0,4,0,2
1,19,2,1,2,0,1,1,4,31,3,0,1,18,0,1,2,1,3,1,0,0,2,0,2
0,30,1,4,4,0,5,0,2,49,3,0,2,24,1,1,1,1,1,2,1,0,5,0,1
0,15,1,3,4,1,1,1,1,24,3,0,1,24,0,1,1,0,1,1,0,0,4,0,2
1,7,3,2,1,0,1,0,3,29,2,0,1,6,0,1,1,1,1,1,1,0,2,0,1
0,124,2,4,4,0,5,0,2,37,3,0,1,36,0,1,1,1,3,2,1,0,3,1,2
1,47,2,2,2,0,5,0,3,37,3,0,1,24,0,1,2,1,1,2,0,0,3,0,1
0,16,2,2,2,1,2,0,3,23,2,0,1,24,0,1,2,1,3,2,1,0,4,0,1
1,14,1,3,3,0,1,0,2,36,1,0,1,12,0,1,1,1,3,1,1,0,4,1,2
1,26,4,3,2,0,4,0,4,34,3,0,1,24,0,1,1,1,3,1,1,0,5,0,1
1,40,2,3,1,0,5,0,2,41,3,0,2,48,0,1,2,1,3,2,1,0,4,0,1
1,68,1,3,2,0,1,0,2,31,2,0,1,48,0,1,1,1,3,2,1,0,3,0,2
0,32,1,1,4,1,1,1,2,23,2,0,1,24,0,1,1,1,3,2,0,0,2,0,2
1,60,4,3,2,0,1,0,4,38,3,0,1,30,0,1,1,0,3,1,1,1,4,0,1
0,54,4,2,4,1,5,0,2,26,2,0,1,24,1,1,1,1,3,2,0,0,1,0,1
1,8,1,2,4,0,1,1,2,22,2,0,1,15,0,1,1,1,3,1,0,0,3,0,1
1,11,2,3,4,0,1,1,2,27,3,0,1,9,0,1,2,1,3,1,0,0,5,0,1
1,28,4,3,3,0,1,0,4,24,2,0,1,15,0,1,2,0,1,1,1,1,4,0,1
1,29,2,1,1,0,1,0,2,27,2,0,1,12,0,1,1,1,3,1,1,0,4,0,1
1,19,4,3,2,0,5,0,4,33,2,0,1,24,0,1,2,1,3,2,1,0,3,0,1
1,28,2,3,4,0,1,0,4,27,1,0,1,36,0,1,2,1,3,1,1,0,2,1,2
1,9,4,3,3,0,1,1,2,27,4,0,1,24,0,1,2,1,3,1,0,0,2,0,1
1,11,2,1,3,0,1,0,4,30,3,0,1,18,0,1,2,0,1,1,1,0,5,1,2
1,31,2,1,3,0,1,1,4,49,3,0,2,12,0,1,2,1,1,1,0,0,2,1,1
0,14,4,1,2,1,1,0,2,26,2,0,1,9,0,1,1,1,3,1,1,0,3,0,1
0,24,2,4,1,1,1,1,2,33,3,0,1,36,0,1,1,1,3,1,0,0,2,0,2
0,21,4,4,4,0,5,0,2,52,2,0,1,12,0,1,1,1,3,2,0,0,5,1,1
0,20,1,1,4,1,1,0,2,20,2,0,1,18,0,1,1,1,1,1,1,0,3,0,2
0,28,1,1,2,1,1,0,4,36,3,0,2,9,0,1,2,1,3,1,1,0,3,1,1
1,13,1,2,1,0,1,1,2,21,3,0,1,12,0,1,1,0,3,1,0,0,3,0,1
1,12,1,1,3,0,1,1,2,47,4,0,1,18,0,1,1,1,3,2,0,0,3,0,2
1,22,1,2,3,0,1,0,4,60,3,0,1,12,0,1,2,1,3,1,1,0,5,0,2
1,4,1,1,3,0,1,1,4,58,2,0,1,12,0,1,4,1,3,2,0,0,4,0,1
0,20,2,3,4,1,5,0,3,42,2,0,1,24,0,1,2,1,3,2,1,0,3,1,1
1,16,4,1,4,0,4,1,2,36,2,0,1,21,0,1,1,1,1,1,0,0,5,0,1
0,27,2,2,4,1,1,1,2,20,2,0,1,24,0,1,1,1,3,2,0,0,3,1,2
1,14,1,3,3,0,5,0,1,40,3,0,1,24,0,1,1,1,2,2,0,0,5,0,2
1,9,2,2,1,0,2,1,1,32,2,0,1,6,0,1,1,1,2,1,0,0,2,1,2
0,14,1,3,4,1,1,0,2,23,2,0,1,24,0,1,2,1,3,1,1,0,4,1,2
1,42,2,1,4,0,1,1,0,36,3,0,1,24,0,1,3,1,3,2,0,0,3,0,2
1,28,4,2,2,0,1,0,4,31,3,0,1,18,0,1,2,1,1,1,1,0,4,1,2
0,39,4,4,2,0,1,0,3,32,3,0,1,24,0,1,1,1,3,1,1,0,3,0,1
1,23,2,1,1,0,1,0,2,45,2,0,1,7,0,1,1,0,3,1,1,0,2,0,1
1,9,2,2,1,0,1,0,2,30,2,0,1,9,0,1,1,1,3,1,1,0,3,0,2
0,18,2,4,4,0,1,1,1,34,2,0,1,24,0,1,1,1,1,1,0,0,4,0,2
1,33,4,3,2,0,1,0,2,28,2,0,1,36,0,1,1,1,3,2,0,0,3,0,2
1,13,3,2,2,0,1,0,2,23,2,0,1,10,0,1,1,1,3,1,1,0,2,0,1
1,28,1,1,4,0,3,0,1,22,3,0,1,24,0,1,1,1,2,2,1,0,3,0,1
1,45,4,1,2,0,1,0,4,74,3,0,1,24,0,1,1,1,3,2,0,0,3,0,1
0,27,2,4,4,0,2,0,2,50,2,0,1,36,0,1,1,0,3,1,1,1,3,0,2
1,21,4,1,1,0,1,0,2,33,3,0,1,18,0,1,1,1,3,1,1,0,2,0,1
0,13,4,4,4,0,5,0,2,45,3,0,2,15,1,1,1,1,1,1,1,0,5,0,1
1,7,1,2,3,0,2,0,2,22,2,0,1,12,0,1,1,1,3,1,1,0,1,0,2
0,12,3,4,4,0,2,1,2,48,2,0,2,10,0,1,1,1,3,1,0,0,5,1,2
1,34,1,3,2,0,4,0,2,29,2,0,1,21,0,1,1,1,1,1,1,0,2,0,1
0,36,1,3,4,1,1,0,1,22,2,0,1,24,1,2,1,0,1,1,1,0,3,0,1
1,18,4,1,1,0,1,0,3,22,2,0,1,18,0,1,1,1,3,1,1,0,4,0,2
1,122,2,3,2,0,5,0,0,48,3,0,1,48,0,1,1,1,1,2,0,0,3,0,1
0,92,2,4,2,0,5,0,3,27,3,0,1,60,0,1,1,1,3,1,0,0,3,0,1
0,37,1,1,3,1,1,0,4,37,3,0,2,6,0,1,3,1,3,1,1,0,3,1,1
0,34,2,3,4,1,2,0,2,21,2,0,1,30,0,1,1,0,3,1,1,1,3,0,2
1,6,4,1,2,0,1,1,2,49,1,0,1,12,0,1,1,1,3,1,0,0,3,1,1
1,37,2,2,3,0,1,0,4,27,3,0,1,21,0,1,2,1,3,1,1,0,4,0,1
1,15,4,2,2,0,1,0,4,32,3,0,1,18,0,1,2,1,1,1,1,0,3,1,2
1,39,4,1,2,0,5,0,2,38,1,0,1,48,0,1,1,1,1,1,1,0,3,0,2
0,19,1,3,1,1,1,0,2,22,2,0,1,12,0,1,1,1,3,1,1,0,2,0,1
0,26,1,4,4,0,1,0,2,65,3,0,1,18,0,1,2,1,3,1,1,0,3,0,2
1,20,4,3,2,0,5,0,2,35,3,0,1,15,0,1,1,1,3,1,1,0,5,0,1
1,21,3,1,2,0,1,0,2,41,3,0,1,6,0,1,1,1,3,2,1,0,3,0,1
1,14,2,4,3,0,2,0,1,29,3,0,1,9,0,1,1,1,3,1,1,0,4,1,2
1,40,4,1,4,0,3,0,4,36,3,0,1,42,0,1,2,1,3,2,1,0,3,0,1
1,38,4,1,4,0,5,1,2,64,3,0,1,9,0,1,1,1,3,1,0,0,5,0,1
1,37,1,3,4,0,1,0,2,28,2,0,1,24,0,1,1,1,3,1,1,0,3,0,1
1,16,1,3,3,0,1,0,1,44,3,0,1,18,0,1,1,1,1,1,1,0,3,0,2
1,14,2,2,1,0,5,0,2,23,3,0,1,15,0,1,1,1,3,1,1,0,2,0,1
0,20,4,3,2,1,1,0,2,19,2,0,1,9,0,1,2,0,3,1,1,1,2,0,2
1,14,2,3,4,0,1,1,2,25,2,0,1,24,0,1,1,1,3,2,0,0,2,1,2
1,14,4,2,4,0,1,0,2,47,3,0,2,12,0,1,3,1,1,2,1,0,5,0,1
1,14,4,3,1,0,3,0,2,28,2,0,1,24,0,1,1,1,3,1,1,0,4,0,1
1,157,4,3,4,0,1,0,3,21,3,0,1,60,0,1,2,1,3,2,1,0,4,0,1
1,15,4,3,3,0,1,0,2,34,2,0,2,12,0,1,1,1,3,1,1,0,2,0,1
1,44,1,2,2,0,1,0,3,26,3,0,2,42,0,1,2,1,1,2,1,0,4,0,2
1,8,1,1,1,0,1,0,2,27,2,1,1,18,0,1,1,1,3,1,0,0,1,0,2
1,13,2,3,4,0,1,1,2,38,3,0,1,15,0,1,2,1,3,1,0,0,5,0,1
1,46,4,2,2,0,2,0,2,40,3,0,1,15,0,1,1,1,3,2,0,0,3,0,2
1,19,4,3,2,0,1,0,4,33,4,0,1,24,0,1,2,0,3,2,1,0,4,0,1
1,19,1,2,1,0,1,0,4,32,4,0,1,18,0,1,2,1,3,2,0,0,4,0,1
0,80,4,3,4,1,5,0,3,27,3,0,1,36,0,1,2,1,3,2,1,0,2,0,2
1,46,1,1,2,0,1,0,0,32,1,0,1,30,0,1,2,0,3,1,1,0,3,0,1
1,14,4,2,2,0,3,0,2,26,2,0,1,12,0,1,1,1,3,1,1,0,3,1,2
0,9,3,4,3,0,1,0,2,38,3,0,2,24,0,1,1,1,1,1,1,0,4,1,2
0,7,1,3,4,1,1,1,2,40,3,0,2,12,0,1,1,1,3,1,0,0,3,0,2
0,75,1,4,1,0,1,0,2,50,3,0,1,48,0,1,1,1,3,2,0,0,4,0,1
1,19,2,2,2,0,1,1,2,37,3,0,1,12,0,1,1,1,3,1,0,0,3,0,2
1,23,1,1,1,0,1,0,2,45,3,0,1,24,0,1,1,0,3,1,1,1,5,1,2
1,81,2,3,4,0,2,0,3,42,3,0,1,36,0,1,4,1,3,2,0,0,5,1,2
1,23,4,3,3,0,1,0,4,35,3,0,1,24,1,1,2,1,3,2,1,0,4,0,1
0,40,1,4,4,0,1,0,2,22,3,0,1,14,0,1,1,1,3,1,1,0,1,1,1
1,9,2,3,4,0,1,1,2,41,3,0,2,12,0,1,1,1,1,1,0,0,5,1,2
1,102,4,3,3,0,5,0,2,37,3,0,1,48,0,1,1,1,2,2,1,0,4,0,1
1,42,2,3,1,0,1,0,0,28,2,0,1,30,0,1,2,1,3,1,1,0,3,0,1
1,64,2,4,1,0,1,0,4,41,3,0,1,18,0,1,1,1,3,2,1,0,5,0,1
0,13,3,1,4,1,1,0,2,23,4,0,1,12,0,1,1,1,3,1,1,0,3,0,1
1,9,1,3,2,0,5,0,2,23,4,0,1,12,0,1,1,1,3,1,1,0,3,1,2
1,22,4,1,2,0,1,0,2,50,3,0,1,21,0,1,2,1,3,1,1,0,5,0,1
1,10,2,2,1,0,1,0,3,35,3,0,1,6,0,1,2,1,2,2,0,0,1,0,1
1,10,3,2,4,0,1,1,4,50,2,0,1,6,0,1,1,1,3,1,0,0,3,0,1
1,63,4,4,2,0,1,0,4,27,3,0,1,24,0,1,2,0,1,2,0,1,1,0,1
1,35,2,3,2,0,4,0,1,34,3,0,2,30,0,1,1,1,2,2,1,0,3,0,1
1,36,4,1,1,0,1,0,1,27,2,0,1,48,0,1,1,1,2,1,1,0,3,0,1
0,48,1,2,4,1,1,0,4,43,3,0,1,12,0,1,2,0,3,2,1,1,5,1,2
1,30,3,2,4,0,1,0,4,47,3,0,1,30,0,1,1,1,3,1,1,0,5,0,1
1,41,4,2,3,0,2,1,4,27,3,0,1,24,0,1,2,1,3,2,0,0,3,0,1
1,57,4,3,2,0,2,0,2,31,3,0,1,36,0,1,2,1,3,2,1,0,4,0,1
1,104,4,2,4,0,1,0,2,42,3,0,1,60,0,1,1,1,3,2,0,0,5,1,1
1,21,4,3,2,0,3,0,4,24,4,0,1,6,0,1,1,1,3,1,1,0,3,1,1
1,26,4,1,2,0,3,1,3,41,3,0,2,21,0,1,1,1,1,1,0,0,2,0,2
0,45,4,3,4,1,1,0,4,26,2,0,1,30,0,1,1,1,3,2,0,0,4,0,1
1,52,4,3,4,0,1,0,4,33,3,0,1,24,0,1,1,1,3,2,1,0,5,0,1
1,56,2,3,2,0,2,0,2,24,4,0,1,72,0,1,1,1,3,1,1,0,3,0,2
0,24,1,1,4,1,1,1,2,64,3,0,1,24,0,1,1,1,1,1,0,0,5,0,1
1,15,4,1,1,0,1,0,2,26,2,0,1,18,0,1,1,1,3,1,1,0,2,0,1
1,15,4,4,2,0,1,0,2,56,2,0,1,6,0,1,1,1,3,1,1,0,2,0,1
0,23,4,4,4,0,5,0,2,37,3,0,1,12,0,1,1,1,3,2,1,0,3,0,1
1,15,4,1,3,0,1,0,3,33,4,0,1,15,0,1,2,1,1,1,1,0,3,0,1
0,51,4,4,3,0,1,0,4,47,4,0,1,24,0,1,3,1,3,2,1,0,2,0,1
1,99,2,2,3,0,2,1,3,31,3,0,2,36,0,1,2,1,3,2,0,0,4,0,1
0,65,4,4,4,0,5,0,2,34,3,0,2,60,0,1,1,1,3,2,1,0,3,1,1
1,13,3,2,2,0,5,0,4,27,3,0,1,10,0,1,2,1,3,2,1,0,4,0,1
0,29,2,4,3,0,2,0,3,30,3,0,1,36,0,1,1,1,3,1,1,0,5,1,1
1,28,4,3,4,0,2,0,2,35,3,0,1,9,0,1,1,0,3,2,1,1,5,0,1
1,37,1,2,3,0,4,0,2,31,3,0,2,12,0,1,1,1,3,1,1,0,3,1,1
1,10,1,2,3,0,1,0,4,25,1,0,1,15,0,1,2,1,3,1,1,0,3,0,1
1,26,2,1,2,0,2,1,2,25,2,0,1,15,0,1,1,1,3,1,0,0,3,0,1
1,29,2,3,1,0,2,0,2,29,3,0,1,24,0,1,1,1,3,1,1,0,2,0,1
1,47,1,1,3,0,5,1,4,44,3,0,2,6,0,1,2,1,3,1,0,0,2,1,1
1,23,4,3,2,0,1,0,2,28,3,0,1,24,0,1,1,1,3,2,1,0,4,0,1
0,12,4,2,4,1,3,0,2,50,3,0,1,6,1,1,1,1,3,1,1,0,3,0,1
1,11,2,1,3,0,1,0,2,29,3,0,1,12,0,2,2,0,3,1,1,0,4,0,1
1,9,4,2,2,0,1,0,4,38,2,1,1,12,0,1,1,1,3,1,0,0,1,1,1
1,18,4,3,2,0,1,0,4,24,3,0,1,18,0,1,2,1,3,1,1,0,3,0,1
0,19,3,3,4,1,1,0,2,40,3,0,1,15,0,1,1,1,3,2,0,0,5,0,1
0,11,4,3,4,1,3,1,2,29,2,0,1,12,0,1,1,1,3,1,0,0,3,0,2
0,63,1,4,4,0,1,0,4,46,3,0,1,48,1,1,2,1,3,2,1,0,5,0,2
0,14,3,4,2,0,2,0,2,47,2,0,1,24,0,1,1,1,3,2,1,0,5,0,1
1,25,2,2,2,0,2,0,3,41,3,0,1,30,0,1,2,1,2,1,1,0,5,0,1
1,25,2,2,1,0,1,0,2,32,2,0,2,27,0,1,1,1,3,2,1,0,2,0,1
0,53,4,4,4,0,3,0,2,35,2,0,1,15,0,1,1,1,3,1,1,0,5,1,1
1,66,2,2,2,0,2,0,2,24,3,0,1,48,0,1,1,1,3,1,1,0,4,1,2
0,30,2,2,3,1,1,0,0,25,2,0,1,12,0,1,2,1,3,1,1,0,2,0,2
1,12,2,1,4,0,1,0,2,25,2,0,1,9,0,1,1,1,3,1,1,0,5,0,1
1,21,2,1,2,0,1,1,2,37,3,0,2,9,0,1,1,1,3,1,0,0,3,0,1
1,6,4,2,3,0,3,0,4,32,3,0,1,18,0,1,2,1,1,2,0,0,5,0,1
0,12,1,4,4,0,1,0,1,35,2,0,1,6,0,1,1,1,3,1,1,0,5,0,2
1,25,4,1,4,0,5,0,2,46,3,0,1,21,1,1,1,1,3,2,0,0,5,0,1
1,11,1,1,4,0,1,1,4,25,3,0,1,9,0,1,2,1,3,1,0,0,3,0,1
1,140,2,4,2,0,1,0,2,27,3,0,1,60,0,1,1,1,3,2,0,0,4,1,2
1,76,4,3,4,0,5,0,4,63,3,0,1,30,1,1,2,1,3,1,1,0,5,0,1
1,31,4,3,2,0,5,0,4,40,3,0,2,30,0,1,2,1,3,2,1,0,5,0,1
0,15,4,4,2,0,1,0,2,32,3,0,1,18,0,1,1,1,3,2,0,0,3,0,1
1,31,3,3,2,0,5,0,4,31,3,0,1,24,0,1,2,1,3,2,1,0,3,0,1
1,61,2,3,4,0,2,0,0,31,4,0,1,20,1,1,2,1,1,2,1,0,5,0,1
1,13,3,3,2,0,1,0,0,34,3,0,1,9,0,1,2,1,3,2,0,0,2,0,2
0,4,2,2,2,1,4,0,1,24,2,0,2,6,0,1,1,1,1,1,1,0,2,0,2
1,12,1,1,2,0,1,1,2,24,2,0,1,12,0,1,1,1,3,1,0,0,3,1,2
1,8,2,1,3,0,3,1,2,66,2,0,1,9,0,1,1,1,3,1,0,0,3,0,1
0,26,4,1,3,1,1,0,2,21,2,0,1,27,0,1,1,1,3,1,1,0,3,1,2
1,2,4,1,2,0,4,1,4,41,2,0,1,6,0,1,2,1,1,1,0,0,3,1,1
1,13,4,2,2,0,3,1,4,47,4,0,1,15,0,1,2,1,3,1,0,0,3,0,1
0,19,1,3,4,1,1,0,2,25,2,0,1,18,0,1,2,1,1,1,1,0,3,0,2
0,64,2,4,3,1,1,0,1,59,2,0,1,48,0,1,1,1,3,1,1,0,5,0,2
1,13,3,1,4,0,4,0,4,36,1,0,1,24,0,1,2,1,3,2,1,0,3,0,1
1,64,2,3,2,0,1,0,3,33,3,0,1,24,0,1,1,1,3,1,1,0,2,0,1
0,20,1,1,4,1,1,1,2,21,3,0,2,24,0,1,1,1,3,1,0,0,3,0,2
1,8,2,1,2,0,1,1,2,44,2,0,1,8,0,1,1,0,3,1,0,0,4,0,1
0,26,4,3,4,1,4,0,2,28,2,0,1,24,1,1,1,1,3,2,1,0,3,0,1
1,34,4,1,1,0,1,0,4,37,2,0,2,4,0,1,1,1,3,1,1,0,4,1,1
1,40,2,4,2,0,5,0,1,29,2,1,1,36,0,1,1,1,1,1,0,0,2,0,1
0,116,2,3,4,1,1,0,2,23,2,0,1,24,1,1,2,1,3,1,0,0,3,0,2
1,44,1,3,4,0,2,1,2,35,3,0,2,18,0,1,1,1,3,2,0,0,3,1,1
1,68,4,4,3,0,1,0,4,45,3,0,2,6,0,1,2,1,3,2,0,0,4,1,1
0,43,2,3,4,1,2,1,0,26,2,0,1,30,0,1,2,1,3,1,0,0,3,0,2
1,23,1,3,3,0,2,0,1,32,3,0,1,24,0,1,1,1,1,1,1,0,4,1,1
1,10,2,1,4,0,1,1,1,23,3,0,1,10,0,1,1,1,2,1,0,0,3,0,1
1,32,4,2,3,0,5,0,2,41,3,0,1,21,0,1,1,1,3,2,1,0,5,0,1
1,25,1,1,4,0,3,0,1,22,3,0,1,24,0,1,1,1,2,2,1,0,3,0,1
1,142,1,2,4,0,5,0,4,30,3,0,1,39,0,1,2,1,3,2,0,0,4,0,1
1,18,1,2,1,0,1,1,4,28,3,0,1,13,0,1,2,1,1,1,0,0,2,0,1
0,25,1,3,4,1,1,0,2,23,2,0,1,15,0,1,1,1,3,1,1,0,1,1,1
1,13,1,1,1,0,1,1,2,37,2,0,1,12,0,1,1,1,3,1,0,0,2,1,2
